year	month	tmax	tmin	af	rain	sun	station
1988	8	18.7	10.2	0	87.2	190.6	leuchars
1988	9	16.9	8.2	0	48.1	160.7	leuchars
1988	10	12.2	6	2	94.6	79.4	leuchars
1988	11	8.9	1.2	10	54.5	86.3	leuchars
1988	12	9.9	3.6	3	16.9	58.2	leuchars
1989	1	9.7	3.5	3	25.2	63.8	leuchars
1989	2	8.5	1.6	6	43.1	112.4	leuchars
1989	3	10	1.6	8	49.9	147.4	leuchars
1989	4	9.8	2.4	7	26	141.5	leuchars
1989	5	15.9	6.6	0	24.2	233	leuchars
1989	6	18	7.9	0	34	222.9	leuchars
1989	7	21	10.9	0	14.5	252.6	leuchars
1989	8	19.9	10.2	0	70.6	181.7	leuchars
1989	9	16.5	8.1	0	27.6	126.5	leuchars
1989	10	14.3	6.7	0	60.5	100	leuchars
1989	11	9	3.1	8	23.4	92.9	leuchars
1989	12	6.1	-1	19	55.4	65.6	leuchars
1990	1	8.2	2.1	6	86.1	66.6	leuchars
1990	2	8.9	2.5	6	81.8	87.5	leuchars
1990	3	11.7	4.2	3	17.1	149.2	leuchars
1990	4	12.1	2.8	5	20.7	217.5	leuchars
1990	5	14.5	5.7	0	28.8	216.7	leuchars
1990	6	17.1	8.4	0	107.2	160.5	leuchars
1990	7	18.9	10.2	0	22	242.7	leuchars
1990	8	20.9	11.1	0	39.2	166	leuchars
1990	9	16.1	7.4	0	45.1	134.5	leuchars
1990	10	13.2	7.3	1	117.7	90.1	leuchars
1990	11	8.9	2.8	7	44.6	73.7	leuchars
1990	12	6.8	0.6	13	48	48	leuchars
1991	1	5.3	-1.6	18	77.8	65.8	leuchars
1991	2	5.5	-0.6	18	72.4	69.3	leuchars
1991	3	10	2	8	65	85.5	leuchars
1991	4	11	3.5	5	20.9	194.2	leuchars
1991	5	15.1	6.4	0	19.2	176.4	leuchars
1991	6	15.2	7	0	94.7	164.4	leuchars
1991	7	18.8	12	0	63.1	168.8	leuchars
1991	8	20.6	10.9	0	22.5	202.1	leuchars
1991	9	17.1	7.6	0	41.9	169.1	leuchars
1991	10	12.4	6.2	0	54	90.1	leuchars
1991	11	9.2	2.1	9	38.5	63.2	leuchars
1991	12	7.3	0.4	13	39.3	45.9	leuchars
1992	1	7	-0.7	21	43.7	76.7	leuchars
1992	2	8.6	1	11	27	78.3	leuchars
1992	3	9.9	2.6	7	91.4	100.6	leuchars
1992	4	11.6	3.6	3	41.6	129.3	leuchars
1992	5	14.7	6.7	2	39.1	232.3	leuchars
1992	6	18.6	9.9	0	32.1	197.9	leuchars
1992	7	19.1	9.9	0	57.1	195.2	leuchars
1992	8	17.9	8.8	0	105.9	173	leuchars
1992	9	14.8	8.2	0	105.3	112.5	leuchars
1992	10	10.5	2.4	8	33	102.7	leuchars
1992	11	9.2	1.1	11	69.7	88.7	leuchars
1992	12	5.6	-0.3	15	52.6	51.6	leuchars
1993	1	7.6	0.7	9	167.2	50.7	leuchars
1993	2	9.1	2.8	5	3.8	51.2	leuchars
1993	3	9.7	1.8	9	26.3	125.6	leuchars
1993	4	10.8	4.2	2	101.7	109.9	leuchars
1993	5	12.8	5.7	0	87.7	144.3	leuchars
1993	6	16.9	8.3	0	41.8	159.3	leuchars
1993	7	18.5	9.5	0	57.2	220.6	leuchars
1993	8	17.9	9	0	40.2	165.3	leuchars
1993	9	15	7.1	0	56.9	120.7	leuchars
1993	10	10.9	4.2	8	109.4	130.2	leuchars
1993	11	6.7	0.2	18	57.4	52.8	leuchars
1993	12	5.6	-0.4	16	74	50.2	leuchars
1994	1	6.4	-0.2	16	61.9	72.2	leuchars
1994	2	4.9	-0.6	12	96.8	60.1	leuchars
1994	3	9.5	1.8	6	45.2	150.4	leuchars
1994	4	10.9	2.6	4	41	162.3	leuchars
1994	5	12.3	4.4	1	14.8	235.2	leuchars
1994	6	18.5	8.8	0	32.4	245.1	leuchars
1994	7	19.3	10.8	0	19	181.8	leuchars
1994	8	18.5	9.5	0	31	173.6	leuchars
1994	9	15.8	7.7	0	21.8	135.4	leuchars
1994	10	12.9	5.2	2	39	106.5	leuchars
1994	11	11.6	5.3	2	63.4	73	leuchars
1994	12	7.6	1.5	10	49.4	67.8	leuchars
1995	1	6.3	-0.9	18	62.4	68.2	leuchars
1995	2	7.7	0.8	10	78.6	108.5	leuchars
1995	3	8.4	0.4	14	28.1	154.8	leuchars
1995	4	12.1	3.4	6	31	185.3	leuchars
1995	5	14.7	5.2	5	49.4	208.8	leuchars
1995	6	17.3	8.3	0	33.4	246.5	leuchars
1995	7	20.2	11.2	0	21	212.2	leuchars
1995	8	21.3	11.3	0	11.2	240.6	leuchars
1995	9	16.3	8.8	0	136.6	132.1	leuchars
1995	10	15.2	8	0	94.4	115.3	leuchars
1995	11	10.1	3.8	6	83.2	60.4	leuchars
1995	12	4.8	-0.7	13	53.5	53.2	leuchars
1996	1	6.3	3.3	3	42.8	14.3	leuchars
1996	2	6	-0.4	16	36	100.2	leuchars
1996	3	6.4	1	8	60.8	61.4	leuchars
1996	4	11.1	4.3	1	69	121.4	leuchars
1996	5	12	4.2	3	35.6	191.2	leuchars
1996	6	18.3	8.5	0	21	237.1	leuchars
1996	7	19.9	10.2	0	37.6	208.9	leuchars
1996	8	20	11	0	32.8	196.6	leuchars
1996	9	16.7	9.4	0	18.4	158.9	leuchars
1996	10	14.1	7.2	0	89.6	103.5	leuchars
1996	11	7.3	0.9	16	92.6	105.5	leuchars
1996	12	5.5	0.4	14	69.8	41.4	leuchars
1997	1	5.8	0.1	15	21.3	41.9	leuchars
1997	2	8.6	1.7	8	72.2	98.9	leuchars
1997	3	11.5	3.2	4	27.2	149.6	leuchars
1997	4	13.2	4.3	4	4.2	146.2	leuchars
1997	5	13.6	5.9	2	87.2	186.5	leuchars
1997	6	16	8.7	0	81.4	165.5	leuchars
1997	7	19.4	11.3	0	48.6	195.9	leuchars
1997	8	20.5	12.4	0	24.2	173.5	leuchars
1997	9	17	8.2	0	32.2	181.1	leuchars
1997	10	13.7	5.2	4	29.8	141.2	leuchars
1997	11	10.2	5.5	0	90.6	43.1	leuchars
1997	12	7.8	2.6	7	115.4	34.2	leuchars
1998	1	7.1	0.9	13	78	51.4	leuchars
1998	2	10.7	5	4	9.2	67.8	leuchars
1998	3	10.7	2.6	9	53.2	112.7	leuchars
1998	4	9.7	3.2	6	86.5	122.7	leuchars
1998	5	14.5	6.2	1	46.4	153.7	leuchars
1998	6	16.3	8.6	0	63.2	177.8	leuchars
1998	7	18.3	10.3	0	91.8	139	leuchars
1998	8	18.3	10.5	0	46.7	165.9	leuchars
1998	9	16.4	10.2	0	60.4	110.7	leuchars
1998	10	11.8	5.3	3	108.6	140.1	leuchars
1998	11	8.6	1.5	11	57	79.4	leuchars
1998	12	8.1	1.2	12	36.7	57.6	leuchars
1999	1	6.6	1.3	9	78	61.6	leuchars
1999	2	7.5	0.8	12	28	134.3	leuchars
1999	3	10.1	2.4	6	24	125.5	leuchars
1999	4	11.6	4.2	4	46.2	155.5	leuchars
1999	5	13.8	7	0	56.6	191.9	leuchars
1999	6	16.7	8.6	0	63.4	186.2	leuchars
1999	7	19.2	11	0	34.4	186.9	leuchars
1999	8	17.9	9.9	0	21	163.9	leuchars
1999	9	18.7	10.4	0	76.8	132.9	leuchars
1999	10	13.7	7	0	41.6	105.1	leuchars
1999	11	10.6	3.6	4	46.8	80.2	leuchars
1999	12	6	-0.2	17	86.8	77.3	leuchars
2000	1	8.4	1.5	10	24.2	96.7	leuchars
2000	2	8.4	1.6	8	30	95.3	leuchars
2000	3	11.1	3.6	7	33.8	126.6	leuchars
2000	4	10.7	3.3	5	85	142.8	leuchars
2000	5	14	5.9	0	75	228.2	leuchars
2000	6	16.1	8.4	0	57.6	181.8	leuchars
2000	7	17.7	10.2	0	16	165	leuchars
2000	8	19.8	10.9	0	55.2	169.5	leuchars
2000	9	16.5	9.6	0	126.2	124.2	leuchars
2000	10	13.2	5.3	1	81.6	120.8	leuchars
2000	11	9	2.5	5	95.8	97.3	leuchars
2000	12	6.7	1.9	10	107.2	51.3	leuchars
2001	1	5.4	-1	18	34.3	69.8	leuchars
2001	2	6.5	-0.5	14	88.8	99.7	leuchars
2001	3	7.2	0.3	12	56.1	120.5	leuchars
2001	4	10.6	3	5	43.2	159.8	leuchars
2001	5	15.6	6.3	0	14.5	245.5	leuchars
2001	6	16.7	8.4	0	63	201.5	leuchars
2001	7	18.9	11	0	43.6	149.7	leuchars
2001	8	19	10.6	0	89.2	147.6	leuchars
2001	9	16.1	8.3	0	36.8	121.2	leuchars
2001	10	15.1	9.4	0	100	94.7	leuchars
2001	11	10.4	3.3	6	26.2	79.5	leuchars
2001	12	6.3	-0.1	18	34.2	64.4	leuchars
2002	1	7.8	1	8	97.6	50.1	leuchars
2002	2	8.4	1.6	5	78	80.5	leuchars
2002	3	10	2.6	6	48.1	123.6	leuchars
2002	4	11.7	4	4	28.6	151	leuchars
2002	5	14.7	7	1	42.9	176.1	leuchars
2002	6	17.2	9.8	0	73.4	166.2	leuchars
2002	7	18.1	10.3	0	145.8	145.9	leuchars
2002	8	19.1	12.1	0	88.2	148.9	leuchars
2002	9	17	9.5	0	21.8	125.4	leuchars
2002	10	11.6	5	3	169.6	90.9	leuchars
2002	11	9.9	3.9	3	106.6	65.8	leuchars
2002	12	7	3.7	5	89.4	20.2	leuchars
2003	1	6.8	1.4	13	58.7	66.5	leuchars
2003	2	6.8	-0.1	13	15	102.7	leuchars
2003	3	10.9	2.4	9	25.4	160	leuchars
2003	4	12.3	4.2	2	38.8	199.6	leuchars
2003	5	15	7.2	0	66.8	183.4	leuchars
2003	6	18.6	10	0	43	226.5	leuchars
2003	7	20.5	12.4	0	47.4	173.5	leuchars
2003	8	19.6	11.2	0	12	201.8	leuchars
2003	9	18.2	8.8	0	42.6	151.6	leuchars
2003	10	12.6	4.7	2	23.2	140.2	leuchars
2003	11	11.1	3.2	5	63.4	93.5	leuchars
2003	12	7.5	0.8	10	60	57.1	leuchars
2004	1	7.1	1.5	9	61.3	57.8	leuchars
2004	2	8.3	1	13	18.8	119.7	leuchars
2004	3	10.3	1.9	4	33.4	130.2	leuchars
2004	4	12.7	5.3	2	57.6	107.9	leuchars
2004	5	15.7	6.6	0	31.4	210.4	leuchars
2004	6	18.4	10.2	0	91.2	185.6	leuchars
2004	7	18.9	9.6	0	19	164.9	leuchars
2004	8	18.6	12	0	215.6	134.5	leuchars
2004	9	16.9	9.4	0	59.5	154	leuchars
2004	10	12.6	6.4	0	181.3	95.1	leuchars
2004	11	10.3	3.6	5	42.3	82.1	leuchars
2004	12	8.3	1.4	12	19.8	76.2	leuchars
2005	1	8.9	1.8	7	70.5	73.8	leuchars
2005	2	7.5	1	9	47.9	96.8	leuchars
2005	3	9.7	3.5	6	50	112.5	leuchars
2005	4	11.4	4.2	2	73	170.1	leuchars
2005	5	14	5.3	2	72	220.6	leuchars
2005	6	18.2	10.2	0	64.2	174.3	leuchars
2005	7	20.1	11.1	0	22.6	217.6	leuchars
2005	8	20	10	0	34.8	184.4	leuchars
2005	9	18.1	9.4	0	23.2	113	leuchars
2005	10	14	8.3	0	130.8	52.1	leuchars
2005	11	9.1	2.4	8	55	89.3	leuchars
2005	12	7.3	1.3	10	62.6	50	leuchars
2006	1	6.9	1.4	7	18.6	40.5	leuchars
2006	2	7	1.2	10	25.8	61.2	leuchars
2006	3	6.8	1	13	95.5	75.4	leuchars
2006	4	12	2.4	6	5.2	204.8	leuchars
2006	5	14.4	5.4	1	57.2	217.4	leuchars
2006	6	19	9.8	0	34.8	192.8	leuchars
2006	7	21.9	11.9	0	22.5	203.3	leuchars
2006	8	19.7	10.8	0	45.2	158	leuchars
2006	9	18.6	10.9	0	89.6	129.5	leuchars
2006	10	14.7	7.7	0	103.6	76.8	leuchars
2006	11	10.4	3.5	2	71.2	92.9	leuchars
2006	12	7.5	1.9	9	49.8	66.8	leuchars
2007	1	8.8	2.1	8	67.6	73.3	leuchars
2007	2	8.3	1.7	11	68.4	75.6	leuchars
2007	3	9.9	2.8	5	29.4	136.2	leuchars
2007	4	14.7	5.6	1	10.2	191.3	leuchars
2007	5	14.1	6.4	0	57.2	187.9	leuchars
2007	6	14.8	9.9	0	134.7	67	leuchars
2007	7	18.4	10.3	0	119.8	147.9	leuchars
2007	8	18.3	10.3	0	78.6	165.3	leuchars
2007	9	17	8.4	0	21	150.3	leuchars
2007	10	14.7	6.1	2	20.6	123	leuchars
2007	11	10.3	4.2	3	66.2	69.8	leuchars
2007	12	7	0.3	16	30.8	42.1	leuchars
2008	1	7.5	1.6	7	147	48.8	leuchars
2008	2	8.9	1.2	10	24.2	92.6	leuchars
2008	3	9	1.4	8	40.8	142.1	leuchars
2008	4	10.4	3.7	2	68.6	161.9	leuchars
2008	5	14	7.3	0	18.6	188.6	leuchars
2008	6	17.7	8.5	0	57.8	170.9	leuchars
2008	7	18.5	11.7	0	105.6	109.8	leuchars
2008	8	18.3	11.7	0	165.5	94.9	leuchars
2008	9	16.1	9.4	0	45.8	93.7	leuchars
2008	10	12.2	4.5	2	43.8	126.5	leuchars
2008	11	8.9	2.1	10	29.5	99.5	leuchars
2008	12	6.5	0.2	13	58	49.6	leuchars
2009	1	6	-0.3	16	52.2	67.6	leuchars
2009	2	7.4	1.2	10	34.4	65.9	leuchars
2009	3	10.5	2.4	6	28.8	162.5	leuchars
2009	4	12.6	4.9	0	29	127.2	leuchars
2009	5	14.9	5.9	1	55.4	222.7	leuchars
2009	6	16.2	9.1	0	45.2	157.7	leuchars
2009	7	19.5	11	0	100.2	180.9	leuchars
2009	8	19.4	11.2	0	82.4	168.1	leuchars
2009	9	17.1	9.7	0	89.6	135.6	leuchars
2009	10	13.7	7	0	65.4	89.8	leuchars
2009	11	9.8	3	5	139.8	78.1	leuchars
2009	12	4.9	-2.5	22	68.9	38.9	leuchars
2010	1	4.5	-0.8	14	53.4	59.5	leuchars
2010	2	5.1	-1.5	18	54.7	81.7	leuchars
2010	3	9.5	1.7	6	62.6	108.5	leuchars
2010	4	12.5	3.9	3	28.8	161.4	leuchars
2010	5	14.4	5	3	59.2	204.7	leuchars
2010	6	18.8	9.6	0	20.8	187.9	leuchars
2010	7	19.6	11.2	0	124.2	160.3	leuchars
2010	8	18.7	9.9	0	44.6	153.4	leuchars
2010	9	16.5	9.3	0	114.2	142.1	leuchars
2010	10	12.8	6.1	2	57.6	100.3	leuchars
2010	11	7.5	1.4	11	106	76.6	leuchars
2010	12	2.3	-4.1	26	18.8	73.8	leuchars
2011	1	5.8	-0.4	15	51	53	leuchars
2011	2	7.8	1.4	5	85.6	49.3	leuchars
2011	3	10	2.2	9	66	124.5	leuchars
2011	4	14.5	5.4	1	8	200.3	leuchars
2011	5	15.1	6.1	1	87.2	202.7	leuchars
2011	6	16.9	8.6	0	73.8	155.3	leuchars
2011	7	18	10.2	0	104.6	168.7	leuchars
2011	8	17.5	10.1	0	154.4	113.1	leuchars
2011	9	17.4	9.6	0	60.4	130.1	leuchars
2011	10	13.9	8.2	0	65	76	leuchars
2011	11	12	5.6	0	46.6	67.4	leuchars
2011	12	7.1	0.8	11	51.2	55.3	leuchars
2012	1	7.4	0.4	14	26.2	79.7	leuchars
2012	2	8.7	2.3	9	18.8	91	leuchars
2012	3	13.3	3.7	4	10.4	177	leuchars
2012	4	10.1	2.7	7	98.4	103	leuchars
2012	5	12.5	5.3	1	66.2	206.1	leuchars
2012	6	14.5	8.6	0	135.2	115.9	leuchars
2012	7	17.1	10.3	0	124.4	102.4	leuchars
2012	8	18.6	11.3	0	86	130.6	leuchars
2012	9	16.2	8	1	46	154.8	leuchars
2012	10	11.1	3.8	5	107.8	107.8	leuchars
2012	11	9	1.5	10	44.6	82.4	leuchars
2012	12	6.6	1	11	132	50.2	leuchars
2013	1	6.2	1.8	8	79.2	36.7	leuchars
2013	2	6.8	0.1	12	26.8	88.7	leuchars
2013	3	5.4	-0.6	17	48.6	84.9	leuchars
2013	4	10.6	2.8	4	30.4	177.2	leuchars
2013	5	14.6	5.9	0	67.2	163.1	leuchars
2013	6	17.3	8.8	0	28	156.2	leuchars
2013	7	21.4	12.4	0	62.2	198.6	leuchars
2013	8	20	10.9	0	19.4	128.3	leuchars
2013	9	16.6	8.9	0	35.6	120.4	leuchars
2013	10	13.7	7.8	0	117.4	64.3	leuchars
2013	11	8.6	0.5	16	21	114.6	leuchars
2013	12	8.8	2.6	4	93.4	42.2	leuchars
2014	1	7.2	1.8	9	97	40.8	leuchars
2014	2	8	2.4	4	77.6	69.5	leuchars
2014	3	10.3	3.3	7	36.2	128.6	leuchars
2014	4	12.2	5.5	4	55.4	136.4	leuchars
2014	5	14.9	7.6	1	42.5	123.1	leuchars
2014	6	18.4	10.5	0	62.4	129.1	leuchars
2014	7	20.9	11.1	0	43	208.3	leuchars
2014	8	18.1	9.6	0	112.8	157.8	leuchars
2014	9	17.6	10.1	0	17	101	leuchars
2014	10	14.2	7.5	0	123.2	80.4	leuchars
2014	11	10.5	4.5	2	99.6	43.2	leuchars
2014	12	6.9	0.2	11	43.8	68.8	leuchars
2015	1	NA	NA	NA	NA	70	leuchars
2015	2	7.8	0.5	12	26.4	117.1	leuchars
2015	3	9.7	2.1	9	37	132	leuchars
2015	4	13.3	2.7	4	25	234.1	leuchars
2015	5	14	5	2	78.2	175.8	leuchars
2015	6	17.3	8.2	0	36.4	151.2	leuchars
2015	7	18	10.3	0	112.2	129.5	leuchars
2015	8	19.1	10.3	0	53.2	184.3	leuchars
2015	9	NA	NA	NA	NA	84.4	leuchars
